title                    	CLASS	T3s	C3s	A3s	G3s	CAI	CBI	Fop	Nc	GC3s	GC	L_sym	L_aa	Gravy	Aromo
lcl|U00096.3_cds_AAC75285	HOST	0.1942	0.2864	0.3298	0.3955	0.176	0.107	0.472	49.46	0.558	0.533	231	252	-0.485317	0.099206
lcl|U00096.3_cds_AAC75286	HOST	0.2872	0.3149	0.3382	0.2374	0.215	0.142	0.509	55.33	0.47	0.559	515	529	-0.327788	0.083176
lcl|U00096.3_cds_2211_[ge	HOST	0.303	0.3301	0.2195	0.3777	0.298	0.204	0.534	46.55	0.569	0.538	1471	1533	-0.341553	0.086758
lcl|U00096.3_cds_AAC75289	HOST	0.2139	0.3468	0.2886	0.3309	0.168	0.054	0.443	53.24	0.568	0.536	185	194	-0.092268	0.087629
lcl|U00096.3_cds_AAC75290	HOST	0.222	0.3318	0.2868	0.3639	0.198	0.088	0.461	53.76	0.567	0.527	499	534	-0.113483	0.086142
lcl|U00096.3_cds_AAC75291	HOST	0.3578	0.2435	0.3647	0.2191	0.139	-0.014	0.417	54.21	0.39	0.564	800	815	-1.310797	0.072393
lcl|U00096.3_cds_AAC75292	HOST	0.1749	0.3005	0.2874	0.4221	0.152	0.061	0.445	53.81	0.6	0.555	200	230	-0.214783	0.113043
lcl|U00096.3_cds_AAC75293	HOST	0.1776	0.218	0.3027	0.4712	0.128	-0.013	0.378	53.47	0.57	0.527	1097	1192	0.313842	0.066275
lcl|U00096.3_cds_AAC75294	HOST	0.325	0.2625	0.3919	0.1929	0.141	-0.012	0.4	54.9	0.39	0.56	707	714	-0.814986	0.061625
lcl|U00096.3_cds_AAC75295	HOST	0.2122	0.3023	0.2809	0.359	0.142	0.026	0.418	54.96	0.561	0.514	342	360	-0.119167	0.069444
lcl|U00096.3_cds_AAC75296	HOST	0.2911	0.2532	0.2857	0.3226	0.15	-0.007	0.395	61	0.494	0.573	81	82	-0.393902	0.073171
lcl|U00096.3_cds_AAC75297	HOST	0.3295	0.2139	0.3922	0.24	0.182	0.024	0.437	52.52	0.384	0.529	190	196	-0.434694	0.061224
lcl|U00096.3_cds_2221_[ge	HOST	0.3448	0.1552	0.4545	0.3051	0.206	0.022	0.416	45.58	0.351	0.412	77	80	0.25375	0.0625
lcl|U00096.3_cds_AAC75299	HOST	0.203	0.2744	0.3371	0.3877	0.132	0.002	0.391	52.8	0.53	0.467	304	338	-0.00858	0.071006
lcl|U00096.3_cds_AAC75300	HOST	0.2853	0.2507	0.25	0.3953	0.151	0.042	0.43	52.79	0.532	0.538	400	430	0.031861	0.1
lcl|U00096.3_cds_AAC75301	HOST	0.3155	0.2833	0.2946	0.2936	0.182	0.099	0.48	55.16	0.482	0.597	494	511	-1.032877	0.088063
lcl|U00096.3_cds_AAC75302	HOST	0.3546	0.2687	0.2656	0.2727	0.194	0.039	0.45	53.61	0.46	0.576	387	398	-0.665578	0.077889
lcl|U00096.3_cds_AAC75303	HOST	0.2197	0.3217	0.29	0.3357	0.181	0.048	0.439	52.22	0.556	0.557	351	375	-0.360533	0.066667
lcl|U00096.3_cds_AAC75304	HOST	0.3555	0.2461	0.3959	0.2113	0.179	-0.03	0.41	53.15	0.381	0.502	273	276	-0.451087	0.097826
lcl|U00096.3_cds_2228_[ge	HOST	0.3636	0.2727	0.3208	0.3469	0.276	0.189	0.532	61	0.468	0.503	62	65	-0.638462	0.030769
lcl|U00096.3_cds_AAC75305	HOST	0.1698	0.3113	0.2613	0.4426	0.165	0.095	0.443	55.32	0.626	0.548	235	258	-0.022481	0.108527
lcl|U00096.3_cds_AAC75306	HOST	0.3198	0.2168	0.2222	0.419	0.276	0.146	0.488	45.01	0.522	0.528	406	429	0.734499	0.11655
lcl|U00096.3_cds_AAC75307	HOST	0.3364	0.2599	0.354	0.2594	0.154	-0.034	0.399	57.24	0.427	0.543	361	376	-0.853989	0.101064
lcl|U00096.3_cds_AAC75308	HOST	0.2196	0.3178	0.3246	0.3314	0.154	-0.022	0.379	59.76	0.536	0.516	235	255	0.091765	0.113725
lcl|U00096.3_cds_AAC75309	HOST	0.3594	0.2696	0.2797	0.2754	0.186	0.002	0.434	56.11	0.453	0.563	373	378	-0.602646	0.095238
lcl|U00096.3_cds_AAC75310	HOST	0.3116	0.2826	0.3095	0.3065	0.135	0.074	0.453	54.72	0.484	0.562	159	168	-0.993452	0.113095
lcl|U00096.3_cds_AAC75311	HOST	0.2451	0.3137	0.2609	0.4706	0.219	0.088	0.471	60.85	0.595	0.492	121	132	-0.028788	0.143939
lcl|U00096.3_cds_AAC75312	HOST	0.25	0.25	0.3986	0.3443	0.142	-0.049	0.358	60.53	0.458	0.436	179	195	0.488205	0.112821
lcl|U00096.3_cds_AAC75313	HOST	0.3204	0.3234	0.3532	0.2181	0.185	0.029	0.445	53.96	0.451	0.527	357	364	-0.783791	0.115385
lcl|U00096.3_cds_AAC75314	HOST	0.1917	0.2932	0.3402	0.3527	0.134	-0.068	0.348	56.82	0.541	0.508	290	311	0.29164	0.090032
lcl|U00096.3_cds_AAC75315	HOST	0.1915	0.3241	0.293	0.3917	0.166	0.084	0.449	52.17	0.583	0.518	593	640	0.123281	0.0875
lcl|U00096.3_cds_AAC75316	HOST	0.3086	0.2344	0.3239	0.3221	0.144	-0.014	0.411	51.21	0.462	0.55	275	281	-0.708541	0.088968
lcl|U00096.3_cds_AAC75317	HOST	0.4105	0.2589	0.2442	0.2668	0.22	0.126	0.488	53.19	0.434	0.527	512	524	-0.26126	0.078244
lcl|U00096.3_cds_ABD18693	HOST	0.5102	0.2041	0.2024	0.2561	0.342	0.191	0.537	48.27	0.38	0.541	108	111	-0.03964	0.063063
lcl|U00096.3_cds_AAC75318	HOST	0.4957	0.2435	0.1818	0.2824	0.254	0.038	0.456	51.38	0.416	0.495	125	128	-0.003125	0.117188
lcl|U00096.3_cds_AAC75319	HOST	0.3594	0.2188	0.3939	0.2308	0.178	-0.044	0.397	50.07	0.372	0.504	78	80	-0.6	0.075
lcl|U00096.3_cds_AAC75320	HOST	0.2145	0.3539	0.1739	0.4444	0.176	0.147	0.488	53.57	0.663	0.577	404	429	-0.083683	0.083916
lcl|U00096.3_cds_AAC75321	HOST	0.2257	0.3191	0.2109	0.4549	0.322	0.22	0.531	44.76	0.633	0.591	305	320	-0.116875	0.06875
lcl|U00096.3_cds_AAC75322	HOST	0.3109	0.2395	0.3721	0.2488	0.153	0.061	0.447	57.11	0.417	0.575	264	270	-1.072222	0.048148
lcl|U00096.3_cds_AAC75323	HOST	0.2186	0.3302	0.173	0.4535	0.194	0.163	0.496	54.48	0.654	0.567	228	250	-0.0032	0.104
lcl|U00096.3_cds_AAC75324	HOST	0.2572	0.3282	0.2136	0.4199	0.321	0.24	0.548	45.18	0.605	0.582	531	556	-0.127158	0.071942
lcl|U00096.3_cds_AAC75325	HOST	0.3117	0.2818	0.3491	0.2295	0.195	0.035	0.452	55.17	0.435	0.548	400	411	-0.413139	0.10219
lcl|U00096.3_cds_AAC75326	HOST	0.1948	0.3636	0.1781	0.5	0.216	0.2	0.517	55.33	0.685	0.529	89	99	-0.042424	0.070707
lcl|U00096.3_cds_AAC75327	HOST	0.4538	0.2101	0.2162	0.4356	0.267	0.029	0.429	48.95	0.469	0.481	147	153	-0.218301	0.084967
lcl|U00096.3_cds_AAC75328	HOST	0.3427	0.2984	0.3284	0.2154	0.15	-0.029	0.404	54.9	0.434	0.532	267	282	-0.767021	0.120567
lcl|U00096.3_cds_AAC75329	HOST	0.3881	0.2762	0.4719	0.1506	0.181	-0.018	0.415	53.02	0.327	0.374	352	359	-0.693872	0.108635
lcl|U00096.3_cds_AAC75330	HOST	0.2172	0.2805	0.3233	0.3959	0.136	-0.003	0.394	54.36	0.544	0.484	515	547	-0.274772	0.067642
lcl|U00096.3_cds_AAC75331	HOST	0.3561	0.303	0.3909	0.1707	0.154	-0.061	0.383	52.08	0.39	0.466	295	302	-0.406291	0.129139
lcl|U00096.3_cds_AAC75332	HOST	0.224	0.336	0.3125	0.3776	0.162	0.107	0.458	55.88	0.556	0.466	142	156	0.023718	0.096154
lcl|U00096.3_cds_AAC75333	HOST	0.4286	0.1813	0.4533	0.209	0.161	-0.144	0.353	45.94	0.295	0.407	207	213	-0.381221	0.140845
lcl|U00096.3_cds_AAC75334	HOST	0.2736	0.2642	0.3267	0.3596	0.142	-0.029	0.352	61	0.492	0.409	122	133	0.810526	0.082707
lcl|U00096.3_cds_AAC75335	HOST	0.3411	0.2757	0.3989	0.2012	0.178	-0.004	0.422	54.02	0.392	0.463	237	252	-0.324603	0.119048
lcl|U00096.3_cds_AAC75336	HOST	0.2381	0.3208	0.2124	0.3659	0.172	0.069	0.443	52	0.598	0.588	415	459	-0.020479	0.108932
lcl|U00096.3_cds_AAC75337	HOST	0.2615	0.2936	0.2659	0.3391	0.16	0.072	0.447	56.45	0.539	0.561	456	486	-0.057613	0.096708
lcl|U00096.3_cds_AAC75338	HOST	0.2254	0.2998	0.2393	0.3888	0.171	0.045	0.434	52	0.591	0.591	521	575	-0.121739	0.12
lcl|U00096.3_cds_AAC75339	HOST	0.1707	0.3659	0.2429	0.3971	0.142	-0.058	0.375	42.77	0.648	0.573	88	93	-0.101075	0.096774
lcl|U00096.3_cds_AAC75340	HOST	0.1918	0.2808	0.2734	0.4634	0.133	-0.115	0.335	48.03	0.609	0.549	161	176	-0.102841	0.130682
lcl|U00096.3_cds_AAC75341	HOST	0.2534	0.2808	0.2361	0.3942	0.147	-0.076	0.38	57.2	0.572	0.563	166	170	-0.543529	0.064706
lcl|U00096.3_cds_AAC75342	HOST	0.2809	0.2734	0.2208	0.3493	0.145	0.024	0.416	55.69	0.548	0.563	279	301	-0.331229	0.096346
lcl|U00096.3_cds_AAC75343	HOST	0.1673	0.3106	0.2468	0.415	0.165	0.066	0.438	51.82	0.631	0.573	816	879	-0.158248	0.078498
lcl|U00096.3_cds_AAC75344	HOST	0.1854	0.3174	0.2622	0.3946	0.181	0.054	0.441	55.91	0.608	0.575	401	426	-0.297418	0.053991
lcl|U00096.3_cds_AAC75345	HOST	0.1353	0.3609	0.25	0.4	0.127	0.024	0.423	56.43	0.658	0.564	149	159	-0.453459	0.050314
lcl|U00096.3_cds_AAC75346	HOST	0.3456	0.2485	0.3537	0.2243	0.159	0.015	0.42	58.42	0.404	0.573	560	573	-0.886038	0.082024
lcl|U00096.3_cds_AAC75347	HOST	0.2088	0.2967	0.2788	0.3896	0.149	0.032	0.409	53.17	0.576	0.528	198	214	0.158878	0.088785
lcl|U00096.3_cds_AAC75348	HOST	0.2984	0.2419	0.25	0.3883	0.189	0.039	0.425	48.35	0.522	0.545	134	142	0.333803	0.112676
lcl|U00096.3_cds_AAC75349	HOST	0.2263	0.3374	0.2464	0.4149	0.155	0.086	0.438	59.37	0.599	0.52	267	291	0.172165	0.089347
lcl|U00096.3_cds_AAC75350	HOST	0.2018	0.3102	0.297	0.3865	0.171	0.016	0.415	59.28	0.575	0.513	369	392	0.030868	0.091837
lcl|U00096.3_cds_AAC75351	HOST	0.372	0.2561	0.4324	0.1348	0.193	0.069	0.473	50.25	0.328	0.511	186	188	-0.62766	0.074468
lcl|U00096.3_cds_AAC75352	HOST	0.4886	0.2605	0.1709	0.2593	0.243	0.095	0.486	51.38	0.42	0.54	560	575	-0.463652	0.12
lcl|U00096.3_cds_AAC75353	HOST	0.3536	0.2376	0.1844	0.4277	0.295	0.133	0.483	49.37	0.54	0.566	211	216	0.152778	0.046296
lcl|U00096.3_cds_AAC75354	HOST	0.3191	0.2057	0.4519	0.28	0.148	-0.166	0.315	48.45	0.383	0.506	149	151	-0.477483	0.10596
lcl|U00096.3_cds_AAC75355	HOST	0.375	0.2917	0.2069	0.3423	0.262	0.113	0.465	48.17	0.514	0.512	142	151	-0.036424	0.125828
lcl|U00096.3_cds_AAC75356	HOST	0.1748	0.288	0.2867	0.4014	0.164	-0.051	0.369	56.09	0.597	0.536	347	377	-0.016446	0.084881
lcl|U00096.3_cds_AAC75357	HOST	0.1271	0.3051	0.2839	0.4323	0.152	0.03	0.405	49.36	0.64	0.568	645	680	0.001912	0.072059
lcl|U00096.3_cds_AAC75358	HOST	0.2214	0.2413	0.2964	0.4069	0.148	-0.009	0.382	55.21	0.549	0.54	435	473	0.149683	0.112051
lcl|U00096.3_cds_AAC75359	HOST	0.2941	0.2484	0.3731	0.2576	0.143	0.051	0.449	54.07	0.431	0.549	167	170	-0.829412	0.041176
lcl|U00096.3_cds_AAC75360	HOST	0.3947	0.2434	0.3582	0.1742	0.192	-0.057	0.405	56.01	0.357	0.543	168	173	-0.623699	0.086705
lcl|U00096.3_cds_AAC75361	HOST	0.3243	0.2919	0.3377	0.2361	0.199	0.03	0.442	57.29	0.442	0.532	199	203	-0.117241	0.083744
lcl|U00096.3_cds_AAC75362	HOST	0.2197	0.3757	0.2439	0.3356	0.177	0.134	0.477	55.24	0.596	0.528	193	206	0.068932	0.087379
lcl|U00096.3_cds_AAC75363	HOST	0.3958	0.3229	0.2386	0.3514	0.362	0.189	0.526	50.84	0.491	0.453	116	120	-0.425833	0.066667
lcl|U00096.3_cds_AAC75364	HOST	0.3541	0.2451	0.2744	0.2871	0.163	-0.004	0.429	53.17	0.451	0.574	273	281	-0.658719	0.096085
lcl|U00096.3_cds_AAC75365	HOST	0.2377	0.3587	0.3109	0.3547	0.166	0.048	0.425	58.88	0.555	0.471	254	276	0.009783	0.115942
lcl|U00096.3_cds_AAC75366	HOST	0.1675	0.3706	0.2931	0.4012	0.143	-0.036	0.405	51.12	0.622	0.536	222	243	-0.534156	0.106996
lcl|U00096.3_cds_AAC75367	HOST	0.4286	0.2952	0.25	0.2192	0.24	0.12	0.486	48.92	0.423	0.515	222	228	-0.063158	0.140351
lcl|U00096.3_cds_AAC75368	HOST	0.4726	0.2438	0.2534	0.2276	0.214	0.021	0.439	53.07	0.383	0.533	214	224	-0.517411	0.165179
lcl|U00096.3_cds_AAC75369	HOST	0.2341	0.2341	0.3161	0.4222	0.169	0.008	0.403	52.29	0.532	0.498	233	251	-0.498805	0.075697
lcl|U00096.3_cds_AAC75370	HOST	0.3095	0.3381	0.3895	0.1796	0.162	0.072	0.464	55.07	0.433	0.532	233	240	-0.51625	0.108333
lcl|U00096.3_cds_AAC75371	HOST	0.3801	0.2749	0.2937	0.25	0.212	0.096	0.48	54.87	0.43	0.545	179	181	-0.589503	0.082873
lcl|U00096.3_cds_AAC75372	HOST	0.327	0.436	0.1653	0.3333	0.432	0.374	0.636	41.33	0.596	0.529	492	505	-0.242574	0.079208
lcl|U00096.3_cds_AAC75373	HOST	0.4929	0.2357	0.2091	0.2617	0.204	0.064	0.438	53.84	0.399	0.499	153	157	-0.11465	0.101911
lcl|U00096.3_cds_AAC75374	HOST	0.3103	0.1724	0.2292	0.4811	0.316	0.084	0.452	42.1	0.548	0.573	217	220	-0.295455	0.036364
lcl|U00096.3_cds_AAC75375	HOST	0.3296	0.3128	0.2937	0.25	0.199	0.079	0.483	59.81	0.473	0.579	393	399	-0.719048	0.092732
lcl|U00096.3_cds_AAC75376	HOST	0.1625	0.3292	0.2679	0.4225	0.165	0.111	0.463	52.99	0.631	0.567	268	289	-0.221107	0.089965
lcl|U00096.3_cds_AAC75377	HOST	0.4948	0.2165	0.277	0.2	0.216	0.073	0.457	44.66	0.341	0.506	208	209	-0.702392	0.110048
lcl|U00096.3_cds_AAC75378	HOST	0.3057	0.2795	0.3515	0.235	0.199	0.067	0.464	56.13	0.44	0.577	252	254	-0.564567	0.055118
lcl|U00096.3_cds_AAC75379	HOST	0.3649	0.2737	0.311	0.1984	0.173	0.104	0.481	55.71	0.41	0.569	310	317	-0.867508	0.066246
lcl|U00096.3_cds_AAC75380	HOST	0.3447	0.2609	0.229	0.3893	0.31	0.174	0.505	48.92	0.519	0.532	372	378	-0.030423	0.066138
lcl|U00096.3_cds_AAC75381	HOST	0.3218	0.3183	0.3589	0.1688	0.273	0.121	0.519	53.85	0.42	0.536	314	320	-0.329688	0.103125
lcl|U00096.3_cds_AAC75382	HOST	0.2911	0.2997	0.2006	0.3311	0.271	0.196	0.515	48.89	0.553	0.567	371	392	0.945153	0.104592
lcl|U00096.3_cds_AAC75383	HOST	0.2955	0.4567	0.1746	0.2749	0.629	0.573	0.757	35.56	0.602	0.567	387	406	0.007882	0.061576
lcl|U00096.3_cds_AAC75384	HOST	0.3077	0.2745	0.3379	0.251	0.184	0.049	0.45	53.28	0.446	0.547	626	634	-0.299054	0.072555
lcl|U00096.3_cds_AAC75385	HOST	0.3521	0.2958	0.3548	0.1552	0.244	0.063	0.455	51	0.39	0.557	77	82	-0.410976	0.109756
lcl|U00096.3_cds_AAC75386	HOST	0.3758	0.2953	0.2542	0.4259	0.326	0.107	0.489	48.52	0.511	0.504	176	182	-0.415934	0.148352
lcl|U00096.3_cds_AAC75387	HOST	0.2569	0.2615	0.2857	0.3898	0.16	-0.021	0.402	53.72	0.538	0.545	234	253	-0.058498	0.142292
lcl|U00096.3_cds_AAC75388	HOST	0.3133	0.2918	0.315	0.2538	0.195	0.02	0.441	58.57	0.465	0.575	254	259	-0.620463	0.081081
lcl|U00096.3_cds_AAC75389	HOST	0.3203	0.2549	0.3569	0.276	0.144	0.017	0.426	56.87	0.438	0.58	336	348	-1.305172	0.086207
lcl|U00096.3_cds_AAC75390	HOST	0.323	0.3852	0.1991	0.3636	0.445	0.342	0.611	40.06	0.574	0.527	298	310	-0.145484	0.087097
lcl|U00096.3_cds_AAC75391	HOST	0.2222	0.3889	0.2033	0.3805	0.138	0.006	0.417	50.35	0.635	0.55	156	171	-0.423977	0.087719
lcl|U00096.3_cds_AAC75392	HOST	0.3541	0.3158	0.3669	0.216	0.236	0.076	0.464	61	0.426	0.473	237	250	-0.322	0.144
lcl|U00096.3_cds_AAC75393	HOST	0.3706	0.3077	0.32	0.2261	0.18	0.043	0.454	61	0.429	0.514	163	168	-0.765476	0.095238
lcl|U00096.3_cds_AAC75394	HOST	0.328	0.352	0.3723	0.2247	0.194	0.022	0.45	58.21	0.457	0.493	140	146	-0.838356	0.130137
lcl|U00096.3_cds_AAC75395	HOST	0.3876	0.2868	0.3182	0.2642	0.227	0.123	0.507	55.17	0.433	0.53	150	154	-0.747403	0.084416
lcl|U00096.3_cds_AAC75396	HOST	0.1939	0.3163	0.381	0.2881	0.179	0.095	0.462	55.7	0.507	0.525	223	236	-0.383898	0.059322
lcl|U00096.3_cds_2322_[ge	HOST	0.3615	0.3906	0.1974	0.3003	0.346	0.24	0.568	48.42	0.545	0.518	841	880	-0.527841	0.106818
lcl|U00096.3_cds_AAC75399	HOST	0.3108	0.3851	0.3889	0.217	0.184	0.049	0.458	52.31	0.476	0.495	168	169	-1.098225	0.147929
lcl|U00096.3_cds_AAC75400	HOST	0.3704	0.3037	0.2712	0.2414	0.195	0.11	0.49	55.25	0.457	0.55	151	154	-0.768182	0.071429
lcl|U00096.3_cds_AAC75401	HOST	0.3501	0.2912	0.2385	0.3477	0.307	0.206	0.533	52.38	0.509	0.523	696	714	-0.04986	0.054622
lcl|U00096.3_cds_AAC75402	HOST	0.3316	0.3236	0.2838	0.25	0.19	0.099	0.493	56.77	0.48	0.573	406	418	-0.842105	0.105263
lcl|U00096.3_cds_AAC75403	HOST	0.3026	0.3421	0.3158	0.2679	0.203	0.175	0.512	46.85	0.5	0.548	82	84	-0.578571	0.095238
lcl|U00096.3_cds_AAC75404	HOST	0.3968	0.3519	0.2215	0.2508	0.434	0.312	0.616	45.31	0.485	0.499	427	446	-0.314574	0.134529
lcl|U00096.3_cds_AAC75405	HOST	0.2209	0.2054	0.4444	0.3707	0.124	-0.107	0.329	55.46	0.44	0.366	316	336	0.212798	0.0625
lcl|U00096.3_cds_AAC75406	HOST	0.4048	0.2952	0.16	0.3772	0.374	0.324	0.605	45.89	0.525	0.521	238	251	-0.290837	0.123506
lcl|U00096.3_cds_AAC75407	HOST	0.4186	0.2442	0.3349	0.2438	0.169	-0.02	0.417	52.17	0.386	0.504	290	293	-1.075768	0.09215
lcl|U00096.3_cds_AAC75408	HOST	0.1824	0.2508	0.3772	0.4043	0.133	-0.061	0.379	55.37	0.534	0.487	354	371	-0.434771	0.083558
lcl|U00096.3_cds_AAC75409	HOST	0.3061	0.1531	0.3563	0.3571	0.106	-0.16	0.292	50.36	0.425	0.474	106	114	0.285965	0.087719
lcl|U00096.3_cds_AAC75410	HOST	0.4739	0.2478	0.3408	0.2422	0.173	-0.091	0.387	56.06	0.361	0.413	266	279	-0.79785	0.132616
lcl|U00096.3_cds_AAC75411	HOST	0.4789	0.1295	0.4588	0.3158	0.13	-0.277	0.242	48.02	0.283	0.293	385	405	0.531852	0.165432
lcl|U00096.3_cds_2336_[ge	HOST	0.2973	0.2432	0.2692	0.4167	0.349	0.052	0.451	46.2	0.527	0.538	91	96	-0.26875	0.052083
lcl|U00096.3_cds_AAC75413	HOST	0.2523	0.2793	0.2762	0.4615	0.146	0.02	0.392	55.02	0.562	0.461	130	141	-0.173759	0.085106
lcl|U00096.3_cds_2338_[ge	HOST	0.4	0.2485	0.2245	0.3478	0.258	0.068	0.457	60.8	0.473	0.509	188	192	-0.082813	0.083333
lcl|U00096.3_cds_2339_[ge	HOST	0.3836	0.2877	0.1864	0.4561	0.412	0.287	0.593	38.59	0.547	0.53	86	90	-0.491111	0.133333
lcl|U00096.3_cds_AAC75416	HOST	0.2388	0.2836	0.3065	0.375	0.171	-0.034	0.405	60.46	0.542	0.563	153	154	-0.427273	0.071429
lcl|U00096.3_cds_2341_[ge	HOST	0.2889	0.3556	0.2965	0.3533	0.372	0.272	0.588	50.12	0.544	0.523	226	235	-1.000426	0.093617
lcl|U00096.3_cds_AAC75418	HOST	0.337	0.3913	0.2929	0.2258	0.411	0.335	0.615	46.47	0.487	0.506	117	120	-0.511667	0.041667
lcl|U00096.3_cds_AAC75419	HOST	0.457	0.3258	0.2647	0.2186	0.451	0.28	0.588	43.82	0.419	0.457	267	274	-0.204745	0.080292
lcl|U00096.3_cds_AAC75420	HOST	0.3867	0.26	0.3729	0.1964	0.169	-0.03	0.405	58.9	0.374	0.484	163	166	-0.525904	0.10241
lcl|U00096.3_cds_AAC75421	HOST	0.3256	0.2326	0.4828	0.2289	0.325	0.227	0.55	50.35	0.358	0.475	109	120	-0.276667	0.116667
lcl|U00096.3_cds_AAC75422	HOST	0.3478	0.3333	0.48	0.1493	0.338	0.175	0.527	56.98	0.355	0.432	93	101	-0.710891	0.09901
lcl|U00096.3_cds_2347_[ge	HOST	0.3077	0.4615	0.3077	0.25	0.183	-0.21	0.294	*****	0.529	0.471	17	17	-0.005882	0.117647
lcl|U00096.3_cds_ABD18695	HOST	0.2692	0.2885	0.32	0.3409	0.233	0.053	0.45	56.03	0.5	0.453	60	64	0.15	0.0625
lcl|U00096.3_cds_AAC75423	HOST	0.2571	0.3184	0.2889	0.335	0.16	0.043	0.418	56.28	0.531	0.501	273	294	-0.121429	0.085034
lcl|U00096.3_cds_AAC75424	HOST	0.2235	0.2647	0.3716	0.3741	0.151	0.02	0.408	51.91	0.511	0.501	380	420	0.143572	0.15
lcl|U00096.3_cds_AAC75425	HOST	0.2157	0.3149	0.2484	0.4396	0.172	0.068	0.433	61	0.608	0.517	393	431	0.115545	0.090487
lcl|U00096.3_cds_AAC75426	HOST	0.3763	0.197	0.3909	0.3007	0.157	-0.066	0.357	55.24	0.379	0.433	448	473	0.040169	0.150106
lcl|U00096.3_cds_AAC75427	HOST	0.3518	0.3225	0.4232	0.1711	0.189	-0.001	0.443	56.53	0.397	0.448	348	353	-0.728045	0.133144
lcl|U00096.3_cds_AAC75428	HOST	0.2119	0.1987	0.4241	0.3566	0.154	0.001	0.4	59.57	0.45	0.41	180	191	0.328272	0.052356
lcl|U00096.3_cds_AAC75429	HOST	0.2442	0.2972	0.3699	0.3465	0.155	-0.01	0.39	56.6	0.496	0.424	1054	1114	0.083932	0.097846
lcl|U00096.3_cds_AAC75430	HOST	0.3805	0.2828	0.3416	0.2379	0.171	-0.097	0.389	54.43	0.413	0.479	334	349	-0.619198	0.137536
lcl|U00096.3_cds_AAC75431	HOST	0.4776	0.3246	0.2051	0.1818	0.244	0.108	0.498	52.08	0.415	0.467	287	300	-0.216	0.15
lcl|U00096.3_cds_AAC75432	HOST	0.1827	0.2787	0.345	0.4432	0.15	0.006	0.392	53.36	0.564	0.479	495	540	0.22037	0.088889
lcl|U00096.3_cds_AAC75433	HOST	0.4529	0.2675	0.2875	0.2491	0.353	0.169	0.52	49.85	0.399	0.471	398	416	-0.241587	0.084135
lcl|U00096.3_cds_AAC75434	HOST	0.319	0.3558	0.4412	0.1154	0.201	0.125	0.519	50.48	0.395	0.495	185	190	-0.987368	0.068421
lcl|U00096.3_cds_AAC75435	HOST	0.411	0.3973	0.3571	0.1429	0.226	-0.047	0.419	46.42	0.419	0.412	86	89	-0.494382	0.146067
lcl|U00096.3_cds_AAC75436	HOST	0.5571	0.1857	0.1373	0.2857	0.221	0.023	0.411	46.09	0.37	0.498	73	77	-0.207792	0.116883
lcl|U00096.3_cds_AAC75437	HOST	0.3643	0.2442	0.3088	0.2642	0.175	0.079	0.461	57.62	0.425	0.536	280	293	-0.643003	0.064846
lcl|U00096.3_cds_ACO60002	HOST	0.5	0.3889	0.0714	0.1818	0.441	0.188	0.526	*****	0.474	0.406	19	23	1.826087	0.26087
lcl|U00096.3_cds_AAC75438	HOST	0.2967	0.362	0.1935	0.3936	0.387	0.311	0.595	41.72	0.593	0.551	393	412	-0.187136	0.092233
lcl|U00096.3_cds_AAC75439	HOST	0.4224	0.2319	0.3083	0.2262	0.184	0.028	0.431	52.6	0.38	0.533	527	533	-0.947092	0.078799
lcl|U00096.3_cds_AAC75440	HOST	0.2092	0.3112	0.343	0.3462	0.157	-0.04	0.391	52.25	0.535	0.492	215	229	-0.382533	0.09607
lcl|U00096.3_cds_AAC75441	HOST	0.3796	0.2327	0.3014	0.2419	0.218	0.076	0.47	57.34	0.407	0.554	268	272	-0.260662	0.099265
lcl|U00096.3_cds_AAC75442	HOST	0.1542	0.3583	0.2801	0.3647	0.149	0.061	0.441	53.06	0.618	0.564	739	796	-0.161935	0.090452
lcl|U00096.3_cds_AAC75443	HOST	0.1569	0.3285	0.2308	0.4915	0.152	0.037	0.43	50.45	0.672	0.597	305	331	-0.284894	0.096677
lcl|U00096.3_cds_AAC75444	HOST	0.3197	0.2633	0.3462	0.2422	0.172	0.029	0.444	60.09	0.432	0.585	338	343	-0.665306	0.069971
lcl|U00096.3_cds_AAC75445	HOST	0.2203	0.2288	0.3176	0.3689	0.135	0.024	0.396	56.46	0.521	0.558	374	397	0.035264	0.093199
lcl|U00096.3_cds_AAC75446	HOST	0.15	0.225	0.3023	0.4699	0.092	-0.145	0.295	53.74	0.6	0.529	95	102	-0.939216	0.068627
lcl|U00096.3_cds_AAC75447	HOST	0.187	0.2634	0.2519	0.4784	0.139	-0.025	0.374	54.41	0.612	0.525	294	310	0.375806	0.070968
lcl|U00096.3_cds_AAC75448	HOST	0.4651	0.3091	0.1672	0.2073	0.273	0.164	0.529	46.36	0.438	0.547	393	409	-0.66846	0.105134
lcl|U00096.3_cds_AAC75449	HOST	0.2472	0.382	0.1778	0.3636	0.273	0.137	0.5	48.43	0.62	0.548	100	107	0.664486	0.046729
lcl|U00096.3_cds_AAC75451	HOST	0.32	0.2371	0.1566	0.4667	0.283	0.203	0.517	47.88	0.576	0.533	387	412	0.80267	0.087379
lcl|U00096.3_cds_AAC75452	HOST	0.2878	0.4273	0.1845	0.3	0.509	0.471	0.683	41.02	0.594	0.5	379	400	0.903	0.1125
